Analysis,Geology,Province,Region,Site,SubSite,Formation,Band,Nodule,Li7,Be9,B11,Mg24,Al27,Si28,P31,S33,K39,Ca42,Sc45,Ti47,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn68,Ga69,Ge72,As75,Rb85,Sr88,Y89,Zr90,Nb93,Mo95,Cd111,In115,Sn118,Cs133,Ba137,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Tb159,Dy163,Ho165,Er166,Tm169,Yb172,Lu175,Hf178,Ta181,Pb208,Th232,U238
062_BF_10,Superficial,NA,BA,BF,BF,NA,BF,BF_10,10.97,<0.20,58.3,36.08,1149.88,425294.19,35884.99,1314.23,697.54,507.08,0.73,48.03,1.56,56.59,1.85,327.42,0.32,3.74,2.48,25.85,0.61,2.07,0.88,1.36,2.93,0.49,1.6,0.3,0.1,0.18,0.04,0.24,0.06,4.03,0.62,0.7,0.14,0.48,0.1,0.05,0.12,0.02,0.09,0.02,0.02,<0.00,0.04,0.01,0.03,0.03,0.85,0.12,0.1
063_BF_10,Superficial,NA,BA,BF,BF,NA,BF,BF_10,8.14,<0.10,69.36,24.95,923.58,464570.38,<114.83,1034.3,595.41,295.68,0.81,72.13,1.63,7.01,0.93,163.17,0.41,2.92,1.77,11.39,0.51,1.8,0.53,1.21,3.06,0.66,1.31,0.39,0.09,0.29,0.05,0.24,0.07,3.46,0.6,0.99,0.24,0.65,0.2,0.07,0.16,0.03,0.12,0.04,0.07,0.02,0.05,0.02,0.05,0.05,0.54,0.14,0.16
064_BF_10,Superficial,NA,BA,BF,BF,NA,BF,BF_10,10.63,0.41,71.51,33.71,1194.69,457598.65,5951.31,1026.68,734.99,366.88,0.57,72.87,2.73,15.33,1,509.59,0.31,4.02,6.7,24.24,0.46,2.11,0.93,1.59,3.79,0.6,1.81,0.44,0.14,0.33,0.1,0.27,0.1,4.74,0.77,1.14,0.21,0.88,0.25,0.05,0.13,0.03,0.12,0.03,0.07,0.03,0.06,0.03,0.07,0.06,1.4,0.19,0.12
065_BF_11,Superficial,NA,BA,BF,BF,NA,BF,BF_11,18.12,0.48,49.34,44.22,1828.27,463447.59,<134.12,1020.82,977.82,369.28,0.73,91.95,2.98,8.52,1.08,252.06,0.43,4.98,2.21,14.36,1.44,1.46,0.36,2.83,6.15,0.86,1.71,0.4,<0.06,0.2,0.04,0.2,0.13,7.68,1.12,1.68,0.35,1.25,0.18,0.06,0.23,0.04,0.12,0.04,0.06,0.01,0.04,0.02,0.07,0.06,0.63,0.23,0.2
066_BF_11,Superficial,NA,BA,BF,BF,NA,BF,BF_11,23.43,0.4,51.41,46.66,1805.54,463565.04,<132.79,1027.45,947.16,272.06,0.36,138.14,2.58,8.45,1.34,137.45,0.17,2.39,2.11,11.95,1.29,1.65,0.37,2.59,5.5,1,6.68,0.41,0.11,0.06,0.02,0.22,0.12,7.81,0.69,1.14,0.21,0.74,0.15,0.05,0.1,0.04,0.14,0.03,0.1,0.07,0.11,0.01,0.22,0.05,0.58,0.25,0.17
067_BF_11,Superficial,NA,BA,BF,BF,NA,BF,BF_11,27.59,0.5,44.78,60.75,2246.18,463317.27,<167.26,881.66,1159.78,<114.30,<0.38,156.85,3.3,7.59,1.31,253.25,<0.13,1.6,1.81,8.38,1.52,1.18,<0.26,3.51,5.92,0.54,1.85,0.66,0.08,<0.09,0.08,0.29,0.12,14.23,0.93,1.33,0.23,0.78,0.12,0.06,0.12,0.04,0.12,0.02,0.1,0.03,0.04,0.01,0.07,0.09,0.64,0.23,0.16
103_BF_12_1,Superficial,NA,BA,BF,BF,NA,BF,BF_12,9.97,<0.06,71.04,24.32,973.94,464816.42,57.23,669.85,661.03,319.74,0.72,88.56,1.67,3.73,1.93,172.98,0.2,1.34,2.28,14.39,0.76,1.67,0.37,1.06,3.7,0.36,1.15,0.49,0.1,0.11,0.04,0.43,0.04,2.78,0.52,0.6,0.1,0.45,0.08,0.03,0.07,0.02,0.07,0.01,0.04,0.01,0.03,0.01,0.04,0.05,0.53,0.16,0.16
104_BF_12_2,Superficial,NA,BA,BF,BF,NA,BF,BF_12,9.34,0.51,64.29,23.57,966.04,464821.74,49.43,700.61,638.38,440.69,0.65,35.02,1.34,4.34,1.52,111.62,0.19,1.08,0.66,12.97,0.76,1.51,<0.16,0.92,3.79,0.31,1.27,0.28,0.06,0.07,0.01,0.35,0.04,2.65,0.42,0.49,0.09,0.37,0.07,0.03,0.04,0.01,0.05,0.01,0.06,0,0.02,0,0.03,0.04,0.38,0.14,0.16
105_BF_12_3,Superficial,NA,BA,BF,BF,NA,BF,BF_12,11.86,0.31,60.37,26.58,922.44,464611.1,43.74,713.84,591.83,820.69,0.6,34.4,1.3,4.8,2.55,142.18,0.13,1.05,1.28,12.53,0.67,1.48,0.23,0.95,4.06,0.3,1.18,0.24,0.02,0.05,0.01,0.35,0.06,2.63,0.36,0.38,0.07,0.27,0.06,0.02,0.06,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.03,0.02,0.52,0.16,0.14
043_ST_1_1,Superficial,NA,SV,ST,ST,NA,ST,ST_1,3.55,0.25,46.29,41.71,380.41,465869.1,24.68,696.67,228.67,<41.59,0.72,8.19,0.3,4.09,0.55,205.27,0.12,0.98,16.92,11.75,0.41,1.54,0.92,0.25,0.95,0.44,0.62,0.08,0.03,0.15,0.03,0.55,0.02,0.78,0.43,0.46,0.13,0.58,0.14,0.03,0.08,0.02,0.09,0.02,0.05,0.01,0.06,0.02,0.02,0.01,0.33,0.07,0.22
044_ST_1_2,Superficial,NA,SV,ST,ST,NA,ST,ST_1,6.3,0.19,56.24,21.55,453.17,465774.79,31.54,703.04,267.63,62.91,0.67,15.46,0.3,3.71,0.46,125,0.15,<0.69,1.89,12.37,0.39,2.43,0.83,0.36,1.54,0.49,0.78,0.11,0.06,0.02,0.01,0.43,0.01,1.33,0.48,0.5,0.15,0.49,0.12,0.04,0.13,0.01,0.1,0.01,0.06,0.01,0.04,0.01,0.03,0.01,0.36,0.06,0.17
045_ST_1_3,Superficial,NA,SV,ST,ST,NA,ST,ST_1,4.47,0.15,50.51,23.7,471.68,465746.23,31.88,696.78,288.54,111.26,0.71,13.56,0.3,3.24,0.36,105.02,0.08,<0.80,1.9,11.94,0.54,1.56,0.83,0.36,1.08,0.37,0.69,0.12,0.02,0.04,0.02,0.44,0.02,1.11,0.42,0.47,0.13,0.46,0.1,0.02,0.05,0.01,0.07,0.01,0.03,0,0.05,0.01,0.03,0.01,0.19,0.08,0.14
046_ST_2_1,Superficial,NA,SV,ST,ST,NA,ST,ST_2,4.74,0.25,65.26,19.68,513.19,465600.74,78.07,679.72,273.34,226.43,0.65,23.22,0.86,3.75,0.59,70.54,0.1,1.71,1.71,13.28,0.49,1.22,<0.14,0.51,3.38,1.15,0.86,0.15,0.09,0.11,0.01,0.46,0.04,2.76,1.2,1.18,0.29,1.08,0.24,0.06,0.2,0.04,0.16,0.03,0.07,0.02,0.04,0.01,0.02,0.01,0.24,0.09,0.09
047_ST_2_2,Superficial,NA,SV,ST,ST,NA,ST,ST_2,4.15,0.37,67.21,18.44,447.47,465676.25,72.48,694.44,252.94,216.26,0.69,13.84,0.64,3.48,0.93,59.43,0.05,0.75,2.42,18.73,0.69,1.03,<0.16,0.4,3.17,1.11,1.06,0.09,0.09,0.05,0.01,0.39,0.03,1.63,1.15,1.12,0.28,1.02,0.2,0.04,0.17,0.03,0.15,0.03,0.07,0.01,0.09,0.01,0.03,0,0.3,0.08,0.08
048_ST_2_3,Superficial,NA,SV,ST,ST,NA,ST,ST_2,4.77,0.27,81.34,21.84,517.13,465490.97,96.27,690.62,269.35,221.46,0.74,38.44,1.03,4.35,0.73,97.09,0.07,1.96,1.57,13.9,0.4,1.07,<0.18,0.59,5.53,1.08,1,0.18,0.14,0.05,0.02,0.42,0.04,47.19,1.21,1.22,0.29,1.05,0.25,0.05,0.21,0.03,0.15,0.02,0.11,0.01,0.08,0.01,0.02,0.01,0.82,0.16,0.23
049_ST_3_1,Superficial,NA,SV,ST,ST,NA,ST,ST_3,2.18,0.14,74.04,16.1,318.21,465801.88,209.77,601.94,210.43,142.84,0.76,9.71,0.4,3.85,0.35,79.75,<0.04,7.6,1.72,11.2,0.69,0.7,0.41,0.26,2.33,4.76,0.73,0.09,0.07,<0.01,0.01,0.37,0.01,1.39,3.25,2.15,1.01,3.97,1.05,0.21,1.09,0.17,0.94,0.19,0.44,0.06,0.34,0.04,0.02,0.01,0.33,0.08,0.3
050_ST_3_2,Superficial,NA,SV,ST,ST,NA,ST,ST_3,4.95,0.04,71.74,16.72,384.7,465761.56,76.87,707.22,246.28,133.33,0.78,6.58,0.61,3.66,0.3,72.9,0.08,<0.67,2.12,11.88,0.53,0.65,0.64,0.35,2.95,3.61,0.91,0.08,0.07,0.02,0.02,0.47,0.03,1.74,2.37,1.78,0.76,3,0.59,0.18,0.68,0.11,0.6,0.11,0.28,0.04,0.23,0.04,0.04,0.01,0.49,0.08,0.21
051_ST_3_3,Superficial,NA,SV,ST,ST,NA,ST,ST_3,4.05,<0.01,73.23,16.87,427.92,465694.4,55.09,748.56,261.49,116.2,0.77,9.09,0.46,3.65,0.45,79.74,0.1,1.46,1.8,12.44,0.54,0.76,0.32,0.34,2.63,2.83,0.97,0.07,0.09,0.02,0.02,0.5,0.02,1.2,2.03,1.53,0.67,2.43,0.66,0.16,0.66,0.11,0.58,0.11,0.26,0.04,0.25,0.03,0.02,0.01,0.27,0.08,0.23
057_ST_4_1,Superficial,NA,SV,ST,ST,NA,ST,ST_4,3.5,0.21,76.74,23.76,472.12,464224.54,520.98,651.27,272.76,1364.63,0.93,20.74,1.15,4.73,2.79,385.63,0.21,1.31,1.86,13.75,0.34,0.88,0.91,0.46,10.16,5.79,0.8,0.17,0.17,0.11,0.03,0.38,0.03,3.46,6.67,6.17,1.46,5.45,1.08,0.23,0.95,0.14,0.76,0.17,0.42,0.05,0.23,0.04,0.04,0.02,0.81,0.2,0.23
058_ST_4_2,Superficial,NA,SV,ST,ST,NA,ST,ST_4,4.77,0.16,75.35,18.95,515.04,465397.6,115.91,683.58,289.53,315.88,0.86,27.25,1.01,4.11,1.73,184.01,0.11,2.05,1.29,11.84,0.39,0.82,0.49,0.5,4.15,1.77,1.09,0.13,0.2,0.13,0.01,0.46,0.03,2.81,1.84,1.82,0.45,1.79,0.34,0.08,0.34,0.05,0.27,0.06,0.12,0.02,0.09,0.02,0.05,0.01,0.45,0.14,0.14
059_ST_4_3,Superficial,NA,SV,ST,ST,NA,ST,ST_4,1.99,<0.42,77.94,33.84,125.74,117511.03,319983.09,4452.27,1296.2,"<2,719.03",<4.21,121.46,<2.08,1124.16,<5.47,109.14,<1.60,<36.30,15.98,121.04,<1.46,<12.88,<10.91,2.4,1.26,0.33,1.12,<0.05,2.43,0.48,<0.26,6.26,<0.23,2.33,0.39,0.46,0.15,0.59,<0.87,<0.02,<0.11,0.01,<0.16,<0.03,<0.05,<0.01,<0.01,<0.01,0.03,0.01,2.19,<0.00,0.02
060_ST_5_1,Superficial,NA,SV,ST,ST,NA,ST,ST_5,6.33,0.15,84.69,18.19,625.37,465332.81,116.39,665.63,338.75,343.47,0.76,31.79,1.01,3.97,0.52,56.66,0.11,1.28,1.51,13.03,1.34,0.92,0.19,0.61,4.48,1.47,2.38,0.19,0.29,0.23,0.01,0.53,0.03,2.99,1.38,1.18,0.36,1.33,0.2,0.08,0.26,0.05,0.16,0.04,0.1,0.03,0.07,0.02,0.04,0.01,0.68,0.08,0.12
061_ST_5_2,Superficial,NA,SV,ST,ST,NA,ST,ST_5,5.58,0.22,86.92,15.42,507.31,465498.32,120.21,668.86,277.15,262.21,0.68,18.26,0.7,4.05,0.54,106.18,0.1,2.31,1.02,11.51,1.21,0.78,0.23,0.42,4.4,1.58,1.43,0.15,0.13,0.15,0.02,0.56,0.03,3.53,1.51,1.47,0.4,1.55,0.31,0.08,0.35,0.04,0.2,0.05,0.13,0.02,0.06,0.02,0.02,0.01,0.36,0.09,0.14
062_ST_5_3,Superficial,NA,SV,ST,ST,NA,ST,ST_5,6.66,0.23,87.2,18.23,602.49,465101.83,156.95,669.23,308.02,361.44,0.69,19.27,1.06,4.12,1.06,391.97,0.15,4.6,2.37,19.25,1.13,0.81,0.62,0.5,5.71,1.79,1.74,0.14,0.15,0.17,0.01,0.74,0.02,12.62,1.68,1.37,0.41,1.72,0.26,0.09,0.33,0.04,0.27,0.05,0.12,0.02,0.08,0.02,0.04,0.01,1.34,0.1,0.15
063_ST_6_1,Superficial,NA,SV,ST,ST,NA,ST,ST_6,4.3,<0.01,67.79,20.49,598.06,463485.02,2089.24,515.52,361.85,233.46,0.69,36.77,1.26,10.77,0.69,68.29,0.36,3.64,1.89,16.03,0.86,1.24,<0.28,0.56,3.88,0.97,1.04,0.2,0.08,0.21,0.02,0.43,0.04,7.3,1.06,1.06,0.25,0.95,0.21,0.08,0.19,0.04,0.16,0.04,0.09,0.02,0.06,0.01,0.04,0.02,0.31,0.1,0.15
064_ST_6_2,Superficial,NA,SV,ST,ST,NA,ST,ST_6,5.02,0.29,67.47,19.94,649.2,465413.04,57.21,668.7,354.6,195.17,0.67,54.51,1.71,4.12,0.8,137.02,0.21,3.55,1.7,13.25,1.05,0.93,0.42,0.53,4.07,0.97,1.44,0.21,0.06,0.03,0.01,1.02,0.02,14.28,1.01,1.02,0.26,0.95,0.24,0.05,0.16,0.04,0.12,0.03,0.07,0.01,0.05,0.01,0.03,0.02,0.35,0.1,0.11
065_ST_6_3,Superficial,NA,SV,ST,ST,NA,ST,ST_6,5.61,0.29,71.16,23.09,699.03,465374.84,70.43,662.5,400.1,170.79,0.69,27.57,1.58,4.09,0.67,109.28,0.27,2.08,8.25,14.33,1.12,1.24,0.34,0.61,4.57,1.31,2.44,0.13,0.17,0.14,0.02,0.89,0.02,16.61,1.45,1.56,0.34,1.26,0.24,0.08,0.24,0.04,0.2,0.06,0.13,0.02,0.09,0.01,0.07,0.01,0.51,0.15,0.14
066_ST_7_1,Superficial,NA,SV,ST,ST,NA,ST,ST_7,2.8,0.06,81.52,12.84,328.43,465736.03,109.68,677.29,228.98,250.57,0.66,8.44,0.45,3.34,0.59,77.25,0.05,<0.78,1.14,12,0.66,0.52,0.24,0.29,3.38,1.03,0.85,0.12,0.03,0.11,0.04,0.35,0.01,2.78,1.02,0.77,0.24,0.86,0.18,0.05,0.18,0.02,0.14,0.04,0.08,0.01,0.05,0.01,0.01,0.01,0.76,0.08,0.14
067_ST_7_2,Superficial,NA,SV,ST,ST,NA,ST,ST_7,4.32,0.35,63.65,17.17,545.73,465340.03,146.32,712.06,298.57,413.82,0.61,13.21,1.12,3.73,0.79,39.11,1.35,6.71,9.72,19.64,0.65,0.64,0.33,0.4,4.67,1.94,1.49,0.11,0.21,0.57,0.02,0.45,0.01,1.62,2.45,2.08,0.55,2.14,0.43,0.08,0.38,0.05,0.23,0.05,0.13,0.02,0.09,0.01,0.03,0.02,1.23,0.1,0.11
068_ST_7_3,Superficial,NA,SV,ST,ST,NA,ST,ST_7,2.52,0.29,85.9,15.55,324.59,465833.16,81.69,641.15,254.93,155.17,0.62,12.03,0.54,3.37,0.5,99.63,0.07,1.31,2.53,13.03,0.53,0.62,<0.17,0.33,2.85,0.66,0.89,0.11,0.19,0.16,0.02,0.43,0.03,3.35,0.61,0.57,0.16,0.58,0.13,0.03,0.1,0.03,0.1,0.03,0.07,0.02,0.01,0.01,0.01,0.01,0.63,0.04,0.14
074_ST_8_1,Superficial,NA,SV,ST,ST,NA,ST,ST_8,5.84,<0.06,66.77,16.32,490.86,465517.17,112.62,660.66,262.44,346.58,0.77,16.08,0.6,3.82,0.51,103.27,0.15,0.72,1.24,12.77,0.89,0.99,0.23,0.4,3.05,1.88,1.02,0.15,0.17,0.14,0.04,0.41,0.04,2.36,2.08,2.1,0.52,2,0.43,0.11,0.47,0.07,0.3,0.07,0.15,0.02,0.15,0.03,0.05,0.02,0.55,0.13,0.16
075_ST_8_2,Superficial,NA,SV,ST,ST,NA,ST,ST_8,6.32,0.34,62.16,17.06,522.54,465406.61,148.08,645.65,282.27,394.71,0.85,20.69,0.69,4.01,0.57,133.18,0.08,2.03,1.84,13.31,0.62,1.09,0.28,0.41,3.53,2.35,0.85,0.14,0.1,0.4,0,0.49,0.02,2.3,2.62,2.63,0.67,2.58,0.49,0.1,0.54,0.07,0.35,0.07,0.19,0.03,0.12,0.04,0.03,0.01,0.86,0.18,0.14
076_ST_8_3,Superficial,NA,SV,ST,ST,NA,ST,ST_8,5.38,<0.03,68.06,19.56,524.39,465651.13,59.77,659.89,282.5,165.05,0.74,15.56,0.45,3.58,0.62,103.72,0.06,1.66,1.87,13.97,0.86,1.01,0.28,0.41,2.32,0.7,0.99,0.15,0.2,0.11,0.03,0.46,0.04,1.88,0.9,1.13,0.28,0.94,0.19,0.07,0.19,0.03,0.17,0.03,0.06,0.01,0.05,0.01,0.04,0.01,0.52,0.13,0.14
077_ST_9_1,Superficial,NA,SV,ST,ST,NA,ST,ST_9,5.98,0.24,63.64,16.74,404.57,465722.31,125.65,629.1,213.92,251.54,0.75,14.52,0.84,3.32,0.8,83.25,0.1,0.93,1.54,12.68,0.39,0.46,0.19,0.42,3.15,3.44,0.77,0.1,0.07,0.08,0.02,0.53,0.01,1.63,2.38,1.74,0.63,2.57,0.52,0.14,0.62,0.1,0.55,0.1,0.28,0.03,0.22,0.04,0.02,0.01,0.59,0.11,0.24
078_ST_9_2,Superficial,NA,SV,ST,ST,NA,ST,ST_9,2.84,<0.07,64.15,20.54,377.69,460542.23,4941.83,577.3,232.13,366.93,0.62,20.26,0.77,19.53,0.63,88.45,0.18,<1.14,1.83,12.42,0.55,0.62,<0.28,0.37,3.17,4.35,0.78,0.12,0.19,0.05,0.01,0.43,0.04,1.86,2.97,2.03,0.83,2.99,0.67,0.18,0.75,0.12,0.61,0.15,0.4,0.05,0.26,0.04,0.02,0.01,0.56,0.11,0.28
079_ST_9_3,Superficial,NA,SV,ST,ST,NA,ST,ST_9,2.88,0.3,66.42,17.81,385.66,465617.61,115.36,674.99,221.2,310.5,0.66,29.63,1.22,4.15,0.57,116.35,0.08,1.57,1.68,13.73,0.59,0.61,0.32,0.37,3.03,3.73,0.87,0.16,0.08,0.17,0.01,0.33,0.03,1.84,2.55,1.82,0.7,2.67,0.62,0.15,0.65,0.11,0.55,0.11,0.29,0.04,0.23,0.04,0.02,0.02,0.55,0.09,0.26
080_ST_10_1,Superficial,NA,SV,ST,ST,NA,ST,ST_10,19.54,<0.01,47.12,54.13,382.31,465477.71,46.03,620.07,192.54,188.54,0.62,13.73,0.61,3.35,1.47,689.53,0.15,1.32,1.76,13.64,0.46,0.69,0.76,0.26,5.2,0.67,0.84,0.07,0.07,0.07,0.02,0.56,0.02,68.46,0.63,0.5,0.17,0.69,0.19,0.04,0.16,0.03,0.11,0.03,0.05,0.01,0.07,0.02,0.02,0.01,0.32,0.08,0.16
081_ST_10_2,Superficial,NA,SV,ST,ST,NA,ST,ST_10,23.45,0.1,37.36,44.92,383.52,464306.91,54.39,655.61,154.54,137.32,0.71,10.14,3.12,5.26,4.24,2353.17,0.49,3,15.09,17.4,1.55,0.87,3.83,0.23,30.51,1.23,1.05,0.09,0.13,0.14,0.03,0.86,0.02,376.61,0.68,0.44,0.28,1.08,0.32,0.09,0.27,0.06,0.27,0.05,0.13,0.02,0.1,0.02,0.03,0.01,0.98,0.05,0.18
082_ST_10_3,Superficial,NA,SV,ST,ST,NA,ST,ST_10,21.81,0.04,37.35,42.58,372.05,465546.04,38.59,678.14,168.26,133.57,0.61,10.1,0.63,3.96,1.02,535.71,0.08,0.7,2.68,13.05,0.8,0.72,0.57,0.24,9.6,0.56,1.07,0.06,0.02,0.04,0.01,0.53,0.01,154.97,0.48,0.43,0.14,0.53,0.14,0.04,0.11,0.02,0.11,0.02,0.06,0.01,0.05,0.01,0.03,0.01,0.22,0.05,0.15
090_SH_1,Superficial,NA,SV,SH,SH,NA,SH,SH_1,4.52,1.16,66.29,17.56,604.13,465393.97,<55.56,946.78,353,<97.23,<0.39,17.54,<0.35,7.07,<0.36,79.19,<0.13,<0.27,0.32,10.54,0.95,1.36,<0.39,0.42,2.1,0.86,1.16,0.11,<0.07,<0.09,<0.01,0.1,0.02,8.02,1.4,1.54,0.35,1.35,0.22,0.03,0.16,0.03,0.15,0.03,0.07,0.01,0.03,0.01,0.03,0.01,0.31,0.13,0.14
091_SH_1,Superficial,NA,SV,SH,SH,NA,SH,SH_1,4.5,0.39,60.75,21.77,587.68,465355.87,<74.90,981.6,346.7,<135.02,<0.51,18.04,0.6,7.86,<0.44,108.61,<0.17,<0.38,0.63,9.54,1.13,1.46,<0.43,0.4,2.38,1.42,1.23,0.1,<0.09,<0.08,<0.02,<0.03,<0.01,7.24,3.11,3.14,0.69,2.22,0.39,0.08,0.26,0.06,0.25,0.05,0.11,0.02,0.04,0.01,0.01,0.01,0.46,0.11,0.13
092_SH_1,Superficial,NA,SV,SH,SH,NA,SH,SH_1,4.98,<0.14,61.83,18.74,606.4,464349.54,1227.02,701.26,373.16,<108.88,<0.40,21.94,0.35,10.87,0.46,70.27,<0.12,0.46,0.68,14.05,1.15,1.73,<0.26,0.44,2.26,1.64,1.38,0.14,0.12,0.13,<0.01,0.06,0.01,11.05,3.15,3.23,0.8,3.13,0.53,0.15,0.52,0.05,0.39,0.06,0.12,0.02,0.13,0.01,0.02,0,0.38,0.11,0.17
093_SH_2,Superficial,NA,SV,SH,SH,NA,SH,SH_2,2.04,0.17,79.48,11.52,299.53,465799.72,<44.26,851.14,222.09,92.59,0.37,11.47,<0.26,5.6,<0.23,59.8,<0.10,0.58,0.28,7.55,0.62,1.74,<0.24,0.21,1.82,0.7,1.61,0.09,0.16,<0.08,<0.01,0.08,0.01,0.88,0.79,0.71,0.24,0.96,0.18,0.04,0.18,0.03,0.16,0.02,0.05,0.01,0.03,0.03,0.01,0,0.3,0.04,0.24
094_SH_2,Superficial,NA,SV,SH,SH,NA,SH,SH_2,1.67,0.18,80.8,12.81,303.23,465569.56,61.8,958.27,232.49,117.12,0.76,13.45,<0.25,6.35,<0.24,70.83,<0.11,0.47,0.38,9.52,0.61,2.11,<0.25,0.27,1.87,0.74,2.07,0.15,<0.06,<0.08,<0.01,0.08,0.01,1.16,1.04,0.76,0.29,1.04,0.22,0.04,0.22,0.04,0.14,0.04,0.05,0.01,0.03,0,0.01,0.01,0.35,0.06,0.28
095_SH_2,Superficial,NA,SV,SH,SH,NA,SH,SH_2,2.07,0.3,70.3,13.73,319.32,465731.8,<43.09,881.03,249.63,94.04,0.32,10.22,0.3,7,0.29,71.13,<0.09,0.82,0.27,10.29,0.46,2.13,0.2,0.3,1.81,1.13,1.76,0.09,<0.07,<0.05,<0.01,0.06,0.02,1.08,1.52,1.05,0.39,1.8,0.44,0.07,0.29,0.04,0.23,0.03,0.12,0.01,0.04,0,0.02,0.01,0.36,0.08,0.22
100_SH_3,Superficial,NA,SV,SH,SH,NA,SH,SH_3,3.83,<0.05,78.96,15.14,399.66,465520.02,<42.00,892.27,258.13,254.51,0.47,15.22,0.55,6.45,0.5,65.49,0.14,0.33,0.69,8.29,0.4,1.51,0.37,0.43,2.17,1.61,0.84,0.22,0.16,0.38,0.08,0.28,0.14,2.19,1.93,2.22,0.68,2.34,0.53,0.29,0.43,0.19,0.26,0.11,0.22,0.06,0.19,0.1,0.07,0.13,0.47,0.24,0.41
101_SH_3,Superficial,NA,SV,SH,SH,NA,SH,SH_3,1.99,<0.24,92.35,13.77,320.51,465739.32,<48.07,887.14,242.7,<83.43,0.37,33.08,0.63,5.78,<0.29,61.91,<0.12,0.59,0.36,10.57,0.39,1.62,<0.29,0.33,1.94,3.05,0.8,0.1,<0.04,0.22,<0.02,0.1,<0.01,1.88,2.72,4.04,0.92,3.89,0.8,0.15,0.64,0.11,0.6,0.11,0.28,0.07,0.21,0.04,0.03,0.04,0.26,0.11,0.25
102_SH_3,Superficial,NA,SV,SH,SH,NA,SH,SH_3,5.09,<0.25,68.82,16.65,337.95,465693.89,<57.31,946.39,241.1,<80.13,0.41,18.33,0.54,6.4,0.76,78.27,<0.12,0.25,0.44,8.09,0.36,1.61,0.47,0.35,1.63,1.1,0.74,0.07,0.09,<0.04,<0.02,0.11,0.01,2.58,1.27,1.42,0.35,1.49,0.22,0.12,0.23,0.03,0.23,0.03,0.09,0.01,0.17,0.01,0.08,0.02,0.23,0.07,0.16
103_SH_4,Superficial,NA,SV,SH,SH,NA,SH,SH_4,2.32,<0.06,89.77,13.23,310.8,465756.11,<60.64,908.41,222.59,<87.84,<0.38,11.94,<0.28,6.13,<0.32,71.01,<0.12,0.45,0.49,11.38,0.2,1.49,<0.31,0.25,1.67,1.45,0.79,0.07,<0.08,<0.08,<0.02,0.08,<0.01,1.74,1.1,1.27,0.35,1.22,0.27,0.06,0.32,0.03,0.28,0.04,0.14,0.01,0.04,0.01,0.01,0,0.37,0.07,0.25
104_SH_4,Superficial,NA,SV,SH,SH,NA,SH,SH_4,2.03,<0.09,78.7,12.62,299.28,461645.65,3749.07,1012.14,216.75,<133.41,<0.55,13.71,<0.49,16.18,1,61.81,<0.19,<0.45,0.71,12.14,0.2,1.44,<0.42,0.33,1.79,1.52,0.67,0.06,0.22,0.47,<0.02,0.08,0.01,1.4,1.83,1.58,0.41,1.72,0.38,0.08,0.27,0.05,0.18,0.09,0.12,0.03,0.12,0.02,0.02,0.02,0.31,0.07,0.28
105_SH_4,Superficial,NA,SV,SH,SH,NA,SH,SH_4,2.43,0.06,71.19,12.24,282.68,465647.22,<57.49,951.01,196.78,79.6,0.44,9.92,0.48,6.74,<0.29,197.08,<0.12,0.32,0.8,8.97,0.32,1.21,0.41,0.2,1.74,1.73,0.75,0.04,<0.07,0.14,<0.01,0.09,<0.01,1.29,1.55,1.72,0.4,1.65,0.4,0.11,0.43,0.05,0.18,0.04,0.08,0.01,0.12,0.01,0.02,0.01,0.4,0.06,0.25
106_SH_5,Superficial,NA,SV,SH,SH,NA,SH,SH_5,2.46,0.43,65.9,14.11,319.9,465646.35,<42.72,931.76,277.22,91.32,0.44,10.84,0.3,5.96,0.41,75.99,<0.09,0.55,0.44,10.6,0.89,1.45,<0.22,0.24,1.8,4.83,0.96,0.06,0.06,0.14,<0.01,0.07,0.01,2.25,6.71,3.86,2.74,9.63,1.98,0.45,1.55,0.2,1.14,0.17,0.49,0.04,0.37,0.05,<0.00,<0.00,0.31,0.07,0.26
107_SH_5,Superficial,NA,SV,SH,SH,NA,SH,SH_5,23.23,<0.06,57.31,13.35,402.73,465572.81,<62.44,984,261.48,<115.68,0.47,20.44,0.32,7.2,<0.35,89.39,<0.12,0.64,1.05,11.2,0.27,1.37,<0.29,0.3,1.7,1.11,1.12,0.04,<0.09,<0.07,<0.02,0.09,0.05,2.71,1.05,0.86,0.34,1.47,0.29,0.1,0.42,0.04,0.29,0.05,0.1,0.01,0.07,0.02,0.01,0.01,0.28,0.08,0.16
108_SH_5,Superficial,NA,SV,SH,SH,NA,SH,SH_5,5.09,0.05,67.46,12.85,359.7,465714.32,<51.25,915.86,259.4,<79.09,<0.31,10.55,0.38,6.73,<0.24,60.59,<0.09,<0.20,0.38,10.44,0.61,1.37,0.29,0.23,1.7,3.62,0.85,0.07,<0.07,<0.05,<0.01,0.1,0.01,2.04,3.62,1.74,1.36,5.35,1.2,0.24,0.92,0.12,0.68,0.11,0.34,0.03,0.24,0.03,0.02,0,0.27,0.11,0.24
