REF,DENOMINATION,OBVERSE,REVERSE,MINT,EMPEROR,NAMED,ARSENIC,GOLD,COPPER,IRON,NICKEL,LEAD,ANTIMONY,TIN,ZINC,MANGANESE,CHROMIUM,COBALT,BISMUTH,SILVER,BULLION,,,,,
M71,denarius,FIDES.EXERCTVVM  clasped hands  ,"FIDES.PRAETORIANORVM, clasped hands.",Gaul,Civil War,Civil War,0.005,0.493,5.94,0.032,0,0.37,0.003,0.0763,0.0224,0.00181,0.0001,0.0002,0.04,93.01,93.92,,,,,
M72,denarius,A.VITELLIVS.IMP.GERMAN ,"FIDES.EXERCTVVM, clasped hands.",Lyon,Vitellius,Vitellius,0.005,0.575,3.92,0.004,0,0.38,0.002,0.0106,0.008,0.00057,0.00179,0.0223,0.057,95.02,96.03,,,,,
M73,denarius,IMP.OTHO.CAESAR.AVG.TR.P.,SECVRITAS.P.R. ,Rome,Otho,Otho,0.005,0.889,5.5,0.016,0,1.17,0.003,0.0349,0.0021,0.00023,0.00009,0.0002,0.02,92.36,94.44,,,,,
M74,denarius,IMP.OTHO.CAESAR.AVG.TR.P. ,"PONT.MAX., Otho on horseback r.",Rome,Otho,Otho,0.008,0.415,17.7,0.029,0.001,0.68,0.008,0.0343,0.0111,0.00114,0.00071,0.001,0.003,81.1,82.2,,,,,
M75,denarius,IMP.OTHO.CAESAR.AVG.TR.P. ,"PONT.MAX., Otho on horseback r.",Rome,Otho,Otho,0.004,0.717,18.73,0.027,0.004,0.85,0.009,0.0208,0.0039,0.00144,0.0011,0.0017,0.003,79.63,81.2,,,,,
M76,denarius,SER.GALBA.IMP.AVG. ,"VICTORIA.P.R., S - C to l. and r.",Carthage,Galba,Galba,0.005,0.921,6.47,0.005,0,0.61,0.002,0.0336,0.0006,0.00006,0.00008,0.0002,0.065,91.89,93.48,,,,,
M77,denarius,GALBA.IMP.  Galba on horseback  r. ,"HISPANIA, bust r.",Spanish,Galba,Galba,0.007,0.575,0.89,0.022,0,0.4,0.003,0.0249,0.0042,0.00044,0.00226,0.0623,0.074,97.94,98.99,,,,,
M78,denarius,IMP.CAESAR.VESPASIANVS.AVG.  ,"VICTORIA.IMP.VESPASIANI., victory stg. l. on globe.",Tarraco,Vespasian,Vespasian,0.005,0.54,4.28,0.04,0,0.82,0.003,0.0031,0.0012,0.00053,0.00009,0.0004,0.032,94.27,95.67,,,,,
M79,denarius,AVGVSTVS.DIVI.F.  ,"IMP.X., bull l.",Gaul or Spain,Civil War,Augustus,0.013,0.278,1.42,0.014,0.001,0.63,0.006,0.0079,0.0042,0.00049,0.0018,0.0545,0.031,97.54,98.48,,,,,
M8,denarius,A VITELLIVS GERMAN IMP TRP  ,"XV VIR SACR FAC, Tripod-lebes with dolphin and raven",Rome,Vitellius,Vitellius,0.006,0.655,19.28,0.014,0.002,0.19,0.005,0.0016,0.0004,0.00016,0.00028,0.0005,0.002,79.85,80.69,18.41,15.65,38.47,0.85,2.09
M9,denarius,A VITELLIVS IMP GERMAN  ,VESTA PRQVIRITIVM,Lyon,Vitellius,Vitellius,0.006,0.351,3.43,0.006,0,0.36,0.002,0.0373,0.0131,0.00034,0.00028,0.0006,0.052,95.74,96.5,18.43,15.65,38.54,0.85,2.09
MCHR1,denarius,DIVVS.AVGVSTVS.   ,"SENATVS.P.Q.ROMANVS., Victory advancing l.",Gaul or Spain,Civil War,Civil War,0.003,0.063,0.27,0.002,0,0.07,0.003,0.0019,0.0022,0.00001,0.00005,0.0001,0.003,99.58,99.71,,,,,
MCHR11,denarius,CAESAR DIVI F DOMITIANVS COS VII  ,"PRINCEPS IVVENTVTIS, helmet on throne.",Rome,Titus,Domitian,0.01,0.223,10.8,0.008,0.001,0.2,0.017,0.0029,0.0003,0.00013,0.00008,0.0013,0.001,88.73,89.16,,,,,
MCHR12,denarius,IMP.CAES.DOMIT.AVG.GERM.P.M.TR.P.VI    ,IMP.XIIII.COS.XIII.CENS P P P ,Rome,Domitian,Domitian,0.004,0.102,2.19,0.003,0,0.15,0.004,0.0021,0.0002,0.00001,0.0001,0.0002,0.005,97.54,97.8,,,,,
MCHR13,denarius,IMP.CAES.DOMIT.AVG.GERM.P.M.TR.P.VII    ,IMP XIIII COS.XIIII CENS P P P,Rome,Domitian,Domitian,0.005,0.119,6.28,0.006,0.001,0.24,0.005,0.003,0.0003,0.00002,0.00005,0.0001,0.007,93.33,93.69,,,,,
MCHR14,denarius,IMP.CAES.DOMIT.AVG.GERM.P.M.TR.P.VII    ,IMP XIIII COS.XIIII CENS P P P,Rome,Domitian,Domitian,0.002,0.12,6.07,0.003,0,0.21,0.005,0.003,0.0003,0.00002,0.00008,0.0001,0.007,93.58,93.92,,,,,
MCHR15,denarius,IMP.CAES. DOMITIAN.AVG.GERM.P.M.TR.P.VIII    ,COS.XIIII.LVD.SAEC.FEC,Rome,Domitian,Domitian,0.003,0.143,2.96,0.004,0,0.18,0.005,0.0026,0.0003,0.00004,0.00004,0.0002,0.008,96.7,97.03,,,,,
MCHR17,denarius,IMP.CAES.DOMIT.AVG.GERM.P.M.TR.P.VIII.    ,IMP XIIII COS.XIIII CENS P P P,Rome,Domitian,Domitian,0.029,0.106,19,0.086,0.005,0.45,0.021,0.0686,4.4463,0.00019,0.0001,0.0004,0.006,75.79,76.35,,,,,
MCHR19,denarius,IMP.CAES.DOMIT.AVG.GERM.P.M.TR.P.VIII.    ,IMP XIIII COS.XIIII CENS P P P,Rome,Domitian,Domitian,0.004,0.333,5.4,0.009,0.001,0.2,0.005,0.0034,0.0008,0.00005,0.00007,0.0002,0.007,94.04,94.58,,,,,
MCHR2,denarius,GALBA.IMP globe  ,LIBERTAS.PVBLICA,Spanish,Galba,Galba,0.005,0.314,1.12,0.005,0,0.8,0.005,0.003,0.0003,0.00002,0.00012,0.0004,0.047,97.7,98.86,,,,,
MCHR20,denarius,IMP.CAES.DOMIT.AVG.GERM.P.M.TR.P.VIII.    ,IMP.XIX.COS.XIIII.CENS P P P,Rome,Domitian,Domitian,0.004,0.381,5.22,0.001,0,0.25,0.005,0.0029,0.0003,0.00002,0.00008,0.0003,0.002,94.14,94.77,,,,,
MCHR21,denarius,IMP.CAES.DOMIT.AVG.GERM.P.M.TR.P.VIII.    ,IMP.XIX.COS.XIIII.CENS P P P,Rome,Domitian,Domitian,0.005,0.219,3.52,0.026,0,0.2,0.004,0.017,0.0004,0.0002,0.00007,0.0002,0.012,96,96.43,,,,,
MCHR22,denarius,IMP.CAES.DOMIT.AVG.GERM.P.M.TR.P.X.    ,IMP.XXI.COS.XV.CENS P P P,Rome,Domitian,Domitian,0.003,0.044,1.91,0.003,0,0.13,0.004,0.002,0.0003,0.00004,0.00005,0.0002,0.01,97.9,98.08,,,,,
MCHR23,denarius,IMP.CAES.DOMIT.AVG.GERM.P.M.TR.P.XI.    ,IMP.XXI.COS.XVI.CENS P P P,Rome,Domitian,Domitian,0.002,0.148,2.85,0.002,0,0.13,0.004,0.0023,0.0002,0.00002,0.00005,0.0002,0.028,96.83,97.13,,,,,
MCHR24,denarius,IMP.CAES.DOMIT.AVG.GERM.P.M.TR.P.XI.    ,IMP.XXI.COS.XVI.CENS P P P,Rome,Domitian,Domitian,0.007,0.244,6.65,0.002,0,0.35,0.008,0.0034,0.0004,0.00002,0.00011,0.0003,0.015,92.71,93.33,,,,,
MCHR26,denarius,IMP.CAES.DOMIT.AVG.GERM.P.M.TR.P.XII.    ,IMP.XXII.COS.XVI.CENS P P P,Rome,Domitian,Domitian,0.002,0.271,3.91,0.005,0,0.29,0.005,0.0028,0.0003,0.00006,0.00012,0.0002,0.019,95.49,96.08,,,,,
MCHR27,denarius,CAESAR.AVG. F.DOMITIANVS.    ,COS.III. Pegasus r.,Rome,Vespasian,Domitian,0.01,0.384,13.81,0.004,0.002,0.17,0.011,0.0028,0.0003,0.00002,0.00008,0.0002,0.001,85.61,86.16,,,,,
MCHR28,denarius,CAESAR.AVG. F.DOMITIANVS.    ,COS.III. Pegasus r.,Rome,Vespasian,Domitian,0.004,0.29,10.55,0.003,0.001,0.22,0.008,0.003,0.0003,0.00002,0.00008,0.0003,0.002,88.92,89.43,,,,,
MCHR29,denarius,CAESAR.AVG. F.DOMITIANVS.    ,"COS.V. horseman r., hand raised.",Rome,Vespasian,Domitian,0.005,0.225,19.81,0.013,0.001,0.55,0.004,0.0081,0.0388,0.00007,0.00005,0.0003,0.009,79.34,80.12,,,,,
MCHR3,denarius,IMP.SER.GALBA.CAESAR.AVG.    ,DIVA.AVGVSTA. Livia stg. l.,Rome,Galba,Galba,0.003,0.148,2.6,0.015,0,0.34,0.003,0.0019,0.0375,0.00006,0.0009,0.0002,0.002,96.84,97.33,,,,,
MCHR30,denarius,IMP.NERVA.CAES.AVG.P.M.TR.P.COS.III.P.P.   ,CONCORDIA.EXERCITVVM. Clasped hands.,Rome,Nerva,Nerva,0.005,0.142,3.37,0.003,0,0.17,0.004,0.0021,0.0002,0.00003,0.00007,0.0002,0.009,96.29,96.62,,,,,
MCHR31,denarius,IMP.NERVA.CAES.AVG.P.M.TR.P.COS.III.P.P.   ,FORTVNA.AVGVST.,Rome,Nerva,Nerva,0.003,0.152,3.71,0.004,0,0.12,0.003,0.0017,0.0002,0.00004,0.00012,0.0001,0.002,96.01,96.28,,,,,
MCHR32,denarius,IMP.NERVA.CAES.AVG.P.M.TR.P.COS.III.P.P.   ,FORTVNA.AVGVST.,Rome,Nerva,Nerva,0.004,0.489,7.44,0.005,0,0.55,0.012,0.0009,0.0001,0.00023,0.00004,0.0003,0.015,91.49,92.54,,,,,
MCHR33,denarius,IMP.NERVA.CAES.AVG.P.M.TR.P.COS.III.P.P.   ,FORTVNA.P.R.,Rome,Nerva,Nerva,0.004,0.2,7.62,0.001,0.001,0.27,0.008,0.0035,0.0005,0.00001,0.00007,0.0002,0.025,91.87,92.37,,,,,
MCHR4,denarius,IMP.OTHO.CAESAR.AVG.TR.P.    ,SECVRITAS.P.R. ,Rome,Otho,Otho,0.005,0.133,1.45,0.002,0,0.14,0.004,0.0022,0.0002,0.00005,0.00018,0.0001,0.006,98.26,98.54,,,,,
MCHR5,denarius,IMP.OTHO.CAESAR.AVG.TR.P.    ,"PONT.MAX., Ceres standing",Rome,Otho,Otho,0.006,0.246,9.33,0.008,0.001,0.27,0.003,0.0039,0.0005,0.00009,0.00007,0.0001,0.001,90.13,90.65,,,,,
MCHR6,denarius,A.VITELLIVS.GERMANICVS.IMP.   ,Victory std. l.,Rome,Vitellius,Vitellius,0.008,0.316,10.7,0.031,0.001,0.48,0.005,0.0085,0.0007,0.00012,0.00008,0.0003,0.002,88.45,89.25,,,,,
MCHR7,denarius,A.VITELLIVS.GERMAN.IMP.TR.P. ,CONCORDIA. P.R.,Rome,Vitellius,Vitellius,0.005,0.269,3.01,0.01,0.001,0.38,0.005,0.0027,0.0002,0.00002,0.00004,0.0002,0.003,96.32,96.96,,,,,
MCHR8,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS ITER TR POT, Pax",Rome,Vespasian,Vespasian,0.005,0.39,4.01,0.006,0,0.21,0.005,0.0068,0.0003,0.00009,0.00018,0.0003,0.005,95.36,95.97,,,,,
MCHR9,denarius,IVLIA.TITI.AVGVSTI.T.AVG.F.    ,VENVS.AVGVST,Rome,Titus,Julia Titi,0.005,0.463,11.45,0.006,0,0.19,0.004,0.0011,0.0001,0.00006,0.00006,0.0001,0.001,87.88,88.54,,,,,
Nor1,denarius,CAESAR AVGVSTVS DIVI F PATER PATRIAE         ,"Gaius and Lucius Caesar, on l. and r., stg. front, each togate and resting hand on shield behind each shield, a spear above, on l., simpulum r., and on r., lituus l. C L CAESAES (ex.) AVGVST",Lyon,Augustus,Augustus,0.007,0.982,0.12,0.012,0,0.03,0.007,0.0016,0.0002,0.00014,0.00016,0.0004,0.006,98.84,99.86,18.34,15.58,38.25,0.85,2.09
Nor2,denarius,NERO CAESAR AVG IMP   ,"PONTIF.MAX.TR.P.X.COS.IIII.P.P,  Virtus helmeted and in military dress, stg, l., EX-SC to l. and r.",Rome,Nero,Nero,0.008,0.008,0.06,0.011,0,0.49,0.001,0.0017,0.0002,0.00014,0.00033,0.0003,0.083,99.33,99.92,,,,,
Nor3,denarius,TI CAESAR DIVI AVG F AVGVSTVS         ,PONTIF MAXIM   Livia or Pax (?) std. r.,Lyon,Tiberius,Tiberius,0.009,0.14,0.36,2.831,0.004,0.13,0.005,0.0024,0.0002,0.00132,0.13998,0.01,0.038,96.33,96.64,,,,,
Nor4,denarius,TI CAESAR DIVI AVG F AVGVSTVS         ,PONTIF MAXIM   Livia or Pax (?) std. r.,Lyon,Tiberius,Tiberius,0.01,0.611,0.08,0.006,0,0.29,0.003,0.0016,0.0002,0.00014,0.00021,0.0001,0.163,98.83,99.89,,,,,
Nor5,denarius,NERO CAESAR AVG IMP    ,PONTIF MAX TR P VII COS IIII PP around oak wreath enclosing EX S C,Rome,Nero,Nero,0.01,1.166,0.75,0.004,0,0.94,0.023,0.0018,0.0002,0.00015,0.00066,0.0005,0.012,97.09,99.21,,,,,
Nor6,denarius,TI CAESAR DIVI AVG F AVGVSTVS         ,PONTIF MAXIM   Livia or Pax (?) std. r.,Lyon,Tiberius,Tiberius,0.01,0.381,0.1,0.003,0,0.18,0.003,0.0017,0.0002,0.00014,0.00024,0.0002,0.034,99.29,99.88,,,,,
Sh 10,denarius,IMP NERO CAESAR AVG PP        ,SALVS in exergue,Rome,Nero,Nero,0.017,0.484,20.66,0.003,0.004,0.52,0.014,0.0036,0.0153,0.00045,0.00086,0.0005,0.001,78.26,79.27,,,,,
Sh 11,denarius,IMP NERO CAESAR AVG PP        ,SALVS across field.,Rome,Nero,Nero,0.01,0.602,10.88,0.005,0.001,0.71,0.008,0.0179,0.0048,0.00006,0.00015,0.0001,0.007,87.75,89.07,,,,,
Sh 12,denarius,IMP NERO CAESAR AVG PP        ,SALVS across field.,Rome,Nero,Nero,0.009,0.602,11.58,0.001,0.001,0.79,0.028,0.009,0.0059,0.00014,0.00456,0.1361,0.005,86.82,88.22,,,,,
Sh 13,denarius,NERO CAESAR AVGVSTVS        ,IVPPITER CVSTOS,Rome,Nero,Nero,0.021,0.692,19.32,0.008,0,1.03,0.021,0.0066,0.0413,0.00175,0.00235,0.0311,0.017,78.79,80.53,,,,,
Sh 14,denarius,NERO CAESAR AVGVSTVS        ,IVPPITER CVSTOS,Rome,Nero,Nero,0.013,0.643,20.25,0.004,0,1.02,0.01,0.003,0.0256,0.00025,0.00051,0.0009,0.008,78.01,79.68,,,,,
Sh 15,denarius,NERO CAESAR AVGVSTVS        ,IVPPITER CVSTOS,Rome,Nero,Nero,0.003,0.536,19.74,0.001,0.002,0.93,0.01,0.0057,0.0049,0.00017,0.00499,0.1564,0.018,78.58,80.06,,,,,
Sh 16,denarius,NERO CAESAR AVGVSTVS        ,IVPPITER CVSTOS,Rome,Nero,Nero,0.007,0.286,21.26,0.002,0.002,0.8,0.011,0.0281,0.0027,0.00008,0.00027,0.0001,0.03,77.56,78.68,,,,,
Sh 17,denarius,NERO CAESAR AVGVSTVS        ,IVPPITER CVSTOS,Rome,Nero,Nero,0.017,0.564,18.47,0.001,0.001,0.81,0.015,0.0017,0.0045,0.00004,0.00036,0.0084,0.003,80.09,81.47,,,,,
Sh 18,denarius,NERO CAESAR AVGVSTVS        ,IVPPITER CVSTOS,Rome,Nero,Nero,0.006,0.626,19.73,0.003,0.002,0.87,0.009,0.0116,0.0102,0.00006,0.00003,0.0001,0.014,78.71,80.22,,,,,
Sh 19,denarius,NERO CAESAR AVGVSTVS        ,IVPPITER CVSTOS,Rome,Nero,Nero,0.005,0.008,18.44,0.002,0.002,0.64,0.003,0.0025,0.0083,0.00012,0.00023,0.0001,0.076,80.82,81.54,,,,,
Sh 2,denarius,NERO CAESAR AVGVSTVS        ,SALVS in exergue,Rome,Nero,Nero,0.011,0.56,18.79,0.002,0,0.97,0.008,0.0052,0.0077,0.00005,0.00009,0.0002,0.028,79.6,81.16,,,,,
Sh 20,denarius,IMP OTHO CAESAR AVG TR P  ,SECVRITAS P R   ,Rome,Otho,Otho,0.007,0.675,10.75,0.001,0,0.82,0.002,0.001,0.0014,0.00008,0.00004,0.0001,0.014,87.72,89.23,,,,,
Sh 21,denarius,IMP M OTHO CAESAR AVG TR P   ,SECVRITAS P R   ,Rome,Otho,Otho,0.013,1.013,10.85,0.001,0.01,0.93,0.006,0.1067,0.004,0.00015,0.00018,0.0001,0.005,87.06,89,,,,,
Sh 22,denarius,IMP M OTHO CAESAR AVG TR P   ,PAX ORBIS TERRARVM,Rome,Otho,Otho,0.012,0.667,11.5,0.008,0.002,1.37,0.004,0.0166,0.0117,0.00021,0.00032,0.0053,0.001,86.38,88.42,,,,,
Sh 26,denarius,NERO CAESAR      ,"AVGVSTVS GERMANICVS   Nero, rad. and togate, stg. facing, l. ",Rome,Nero,Nero,0.019,0.052,20.59,0.012,0,0.57,0.005,0.0149,0.0262,0.00007,0.00013,0.0002,0.024,78.67,79.32,,,,,
Sh 3,denarius,NERO CAESAR AVGVSTVS        ,SALVS in exergue,Rome,Nero,Nero,0.01,0.421,18.88,0.001,0.002,0.89,0.02,0.0086,0.0098,0.00013,0.00257,0.0805,0.023,79.65,80.98,,,,,
Sh 4,denarius,NERO CAESAR AVGVSTVS        ,SALVS in exergue,Rome,Nero,Nero,0.009,0.246,17.02,0.001,0.001,0.73,0.005,0.0015,0.0004,0.00003,0.00006,0.0001,0.048,81.93,82.96,,,,,
Sh 5,denarius,NERO CAESAR AVGVSTVS        ,SALVS in exergue,Rome,Nero,Nero,0.006,0.596,19.45,0.005,0.002,1.37,0.006,0.001,0.0058,0.00002,0.00023,0.0002,0.081,78.47,80.51,,,,,
Sh 6,denarius,NERO CAESAR AVGVSTVS   ,SALVS in exergue,Rome,Nero,Nero,0.008,0.624,20.02,0.002,0.002,1.14,0.008,0.0009,0.0048,0.00002,0.00011,0.0001,0.017,78.16,79.95,,,,,
Sh 7,denarius,IMP NERO CAESAR AVG        ,SALVS in exergue,Rome,Nero,Nero,0.011,0.088,19.67,0.005,0.002,0.79,0.011,0.0147,0.0045,0.00002,0.00013,0.0001,0.072,79.32,80.28,,,,,
Sh 8,denarius,IMP NERO CAESAR AVG        ,SALVS in exergue,Rome,Nero,Nero,0.004,0.009,22.83,0.003,0.002,1.14,0.003,0.0017,0.0093,0.00004,0.00024,0.0001,0.037,76.48,77.13,,,,,
Sh 9,denarius,IMP NERO CAESAR AVG PP        ,SALVS in exergue,Rome,Nero,Nero,0.023,0.149,19.33,0.004,0.003,0.54,0.017,0.0039,0.0409,0.00029,0.00041,0.0003,0.079,79.8,80.57,,,,,
SHK1,denarius,ANT AVG III VIR R P C  ,"CHORTIVM PRAETORIARVM, eagle & standards.",Antony,Antony,Antony,0.021,0.413,16.91,0.005,0.013,0.85,0.009,0.0181,0.0013,0.00014,0.00023,0.0003,0.069,81.69,83.02,18.77,15.69,38.93,0.84,2.07
SHK10,denarius,ANT AVG III VIR R P C  ,"LEG XIX, eagle & standards.",Antony,Antony,Antony,0.007,0.411,14.66,0.013,0.008,1.11,0.003,0.0586,0.0015,0.00002,0.0002,0.0006,0.035,83.68,85.24,18.73,15.69,38.91,0.84,2.08
SHK100,denarius,IMP CAES VESP AVG CEN  ,SALVS AVG,Rome,Vespasian,Vespasian,0.017,0.382,20.34,0.009,0.003,0.56,0.017,0.0031,0.0006,0.00002,0.00021,0.0003,0.049,78.63,79.61,,,,,
SHK101,denarius,IMP CAES VESP AVG CEN  ,SALVS AVG,Rome,Vespasian,Vespasian,0.017,0.35,19.65,0.01,0.003,0.5,0.004,0.0179,0.0008,0.00032,0.00026,0.0004,0.046,79.4,80.3,,,,,
SHK102,denarius,IMP CAES VESP AVG CEN  ,SALVS AVG,Rome,Vespasian,Vespasian,0.018,0.382,21.14,0.013,0.003,0.55,0.011,0.004,0.0008,0.00015,0.00027,0.0004,0.043,77.83,78.81,,,,,
SHK103,denarius,IMP CAESAR VESPASIANVS AVG  ,"PON MAX TR P COS V, emperor std. r.",Rome,Vespasian,Vespasian,0.028,0.273,18.95,0.06,0.02,0.27,0.01,0.0065,0.0015,0.00512,0.00333,0.0006,0.005,81.05,81.6,,,,,
SHK104,denarius,IMP CAESAR VESPASIANVS AVG  ,"PON MAX TR P COS V, emperor std. r.",Rome,Vespasian,Vespasian,0.011,0.278,21.02,0.022,0.003,0.33,0.02,0.0018,0.0013,0.00025,0.00022,0.0002,0.013,78.98,79.6,,,,,
SHK105,denarius,IMP CAESAR VESPASIANVS AVG  ,"PON MAX TR P COS V, emperor std. r.",Rome,Vespasian,Vespasian,0.018,0.278,20.68,0.09,0.001,0.36,0.007,0.0047,0.0011,0.00123,0.00024,0.0004,0.011,79.32,79.97,,,,,
SHK106,denarius,IMP CAESAR VESP AVG  ,"PON MAX TR P COS V, winged caduceus.",Rome,Vespasian,Vespasian,0.015,0.279,22.2,0.005,0.002,0.4,0.019,0.0022,0.0005,0.00002,0.00011,0.0002,0.043,77.8,78.52,,,,,
SHK107,denarius,IMP CAESAR VESP AVG  ,"PON MAX TR P COS V, winged caduceus.",Rome,Vespasian,Vespasian,0.007,0.383,17.05,0.003,0,0.23,0.017,0.0019,0.0004,0.00005,0.0001,0.0002,0.046,82.95,83.6,,,,,
SHK108,denarius,IMP CAESAR VESP AVG  ,"PON MAX TR P COS V, winged caduceus.",Rome,Vespasian,Vespasian,0.007,0.342,19.63,0.015,0.003,0.41,0.02,0.0067,0.0034,0.00014,0.0143,0.382,0.018,79.15,79.92,,,,,
SHK109,denarius,IMP CAESAR VESP AVG  ,"PON MAX TR P COS V, winged caduceus.",Rome,Vespasian,Vespasian,0.023,0.35,21.16,0.006,0.002,0.56,0.016,0.0026,0.0005,0.0002,0.00035,0.0005,0.014,77.86,78.78,,,,,
SHK11,denarius,ANT AVG III VIR R P C  ,"LEG XIX, eagle & standards.",Antony,Antony,Antony,0.027,0.364,18.28,0.017,0.012,0.72,0.007,0.0447,0.0005,0.00004,0.00019,0.0027,0.001,80.52,81.6,18.72,15.69,38.93,0.84,2.08
SHK110,denarius,IMP CAESAR VESP AVG  ,"PON MAX TR P COS V, winged caduceus.",Rome,Vespasian,Vespasian,0.016,0.374,21.13,0.029,0.003,0.47,0.029,0.0034,0.0003,0.00013,0.00021,0.0005,0.001,78.87,79.72,,,,,
SHK111,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS VII above, cow r.",Rome,Vespasian,Vespasian,0.011,0.325,23.13,0.019,0.003,0.37,0.018,0.0019,0.0004,0.00014,0.0001,0.0002,0.022,76.87,77.58,,,,,
SHK112,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS VII in field, eagle, head left",Rome,Vespasian,Vespasian,0.01,0.257,22.61,0.012,0.002,0.63,0.013,0.0037,0.0008,0.00012,0.00019,0.0003,0.025,77.39,78.31,,,,,
SHK113,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS VII in field, eagle, head left",Rome,Vespasian,Vespasian,0.009,0.257,21.54,0.022,0.003,0.38,0.017,0.0013,0.0003,0.00012,0.00007,0.0001,0.022,78.46,79.11,,,,,
SHK114,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS VII in field, eagle, head left",Rome,Vespasian,Vespasian,0.006,0.274,18.93,0.008,0.002,0.48,0.01,0.0059,0.0089,0.00009,0.0001,0.0002,0.026,81.07,81.85,,,,,
SHK115,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS VII in field, eagle, head left",Rome,Vespasian,Vespasian,0.012,0.274,20.91,0.02,0.003,0.64,0.014,0.002,0.0024,0.00014,0.00011,0.0002,0.042,79.09,80.05,,,,,
SHK116,denarius,T CAESAR IMP VESPASIAN  ,"COS V, cow r.",Rome,Vespasian,Titus,0.014,0.281,21.64,0.023,0.003,0.38,0.012,0.0028,0.0029,0.00016,0.00015,0.0003,0.013,78.36,79.03,,,,,
SHK117,denarius,CAESAR AVG F DOMITIANVS  ,"COS IIII, Pegasus r.",Rome,Vespasian,Domitian,0.015,0.237,22.08,0.017,0.004,0.46,0.018,0.0157,0.0006,0.00002,0.00015,0.0003,0.039,77.92,78.66,,,,,
SHK118,denarius,CAESAR AVG F DOMITIANVS  ,"COS IIII, Pegasus r.",Rome,Vespasian,Domitian,0.007,0.288,22.79,0.012,0.001,0.46,0.012,0.0038,0.0096,0.00007,0.00007,0.0001,0.026,77.21,77.99,,,,,
SHK119,denarius,CAESAR AVG F DOMITIANVS  ,"COS IIII, Pegasus r.",Rome,Vespasian,Domitian,0.01,0.266,22.12,0.006,0.004,0.33,0.015,0.0016,0.0035,0.00002,0.00008,0.0002,0.029,77.88,78.5,,,,,
SHK12,denarius,NERO CAESAR AVGVSTVS  ,CONCORDIA AVGVSTA,Rome,Nero,Nero,0.008,0.513,3.16,0.009,0,0.52,0.004,0.0388,0.011,0.00152,0.00023,0.0003,0.086,95.65,96.77,,,,,
SHK120,denarius,CAESAR AVG F DOMITIANVS  ,"COS IIII, Pegasus r.",Rome,Vespasian,Domitian,0.012,0.265,21.8,0.017,0.003,0.61,0.017,0.0028,0.0006,0.00009,0.00449,0.1219,0.035,78.2,79.11,,,,,
SHK121,denarius,CAESAR AVG F DOMITIANVS  ,"COS IIII, Pegasus r.",Rome,Vespasian,Domitian,0.008,0.281,20.76,0.009,0.003,0.6,0.013,0.0037,0.0039,0.00023,0.00031,0.0002,0.043,79.24,80.17,,,,,
SHK122,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS VIII, Mars stg. l.",Rome,Vespasian,Vespasian,0.012,0.324,23.97,0.017,0.002,0.58,0.007,0.0864,0.048,0.00009,0.0001,0.0002,0.037,76.03,76.97,,,,,
SHK123,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS VIII, Mars stg. l.",Rome,Vespasian,Vespasian,0.009,0.356,23.56,0.013,0.001,0.76,0.006,0.0073,0.0068,0.0001,0.00009,0.0002,0.027,76.44,77.58,,,,,
SHK124,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS VIII, Mars stg. l.",Rome,Vespasian,Vespasian,0.01,0.294,26.26,0.034,0.002,0.56,0.007,0.0106,0.0048,0.0001,0.00011,0.0001,0.013,73.74,74.61,,,,,
SHK125,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS VIII, Mars stg. l.",Rome,Vespasian,Vespasian,0.021,0.3,22.31,0.044,0.001,0.62,0.009,0.006,0.0248,0.00039,0.00031,0.0006,0.032,77.69,78.64,,,,,
SHK126,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS VIII, Mars stg. l.",Rome,Vespasian,Vespasian,0.006,0.268,23.37,0.034,0.002,0.38,0.002,0.0016,0.0042,0.00017,0.00028,0.0002,0.012,76.63,77.28,,,,,
SHK127,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS VIII, Mars stg. l.",Rome,Vespasian,Vespasian,0.013,0.361,17.83,0.016,0.001,1.22,0.003,0.003,0.0006,0.00011,0.0002,0.0003,0.029,80.52,82.13,,,,,
SHK128,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS VIII in ex., yoke of oxen.",Rome,Vespasian,Vespasian,0.004,0.348,23.08,0.021,0.001,0.65,0.005,0.018,0.004,0.00013,0.00016,0.0003,0.018,76.92,77.93,,,,,
SHK129,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS VIII in ex., yoke of oxen.",Rome,Vespasian,Vespasian,0.012,0.281,20.8,0.021,0.003,0.78,0.013,0.0055,0.0018,0.00016,0.00011,0.0002,0.059,79.2,80.32,,,,,
SHK13,denarius,IMP NERO CAESAR AVG P P   ,SALVS across field,Rome,Nero,Nero,0.009,0.667,10.36,0.007,0,0.83,0.004,0.0038,0.0007,0.00006,0.00026,0.0003,0.001,88.12,89.62,,,,,
